Subject,Procedure[Trial],Start.OnsetTime,Images.OnsetTime,Condition.paramod,Images.ACC,Images.RT
35,1,29128,390582,3,1,1160
35,1,29128,393687,1,1,3324
35,1,29128,398718,3,1,2206
35,1,29128,402952,3,1,1696
38,2,18788,28119,0,1,677
38,2,18788,31024,0,1,459
38,2,18788,33615,0,1,624
38,2,18788,36587,0,1,469
38,2,18788,40389,0,1,440
38,2,18788,43842,0,1,464
38,2,18788,48043,0,1,478
38,2,18788,51463,0,1,540
38,2,18788,55033,0,1,408
38,2,18788,57490,0,1,571
38,1,18788,77116,2,1,1181
38,1,18788,81134,1,1,1604
38,1,18788,85069,3,1,1403
38,1,18788,88921,3,1,1253
38,1,18788,93404,1,1,1188
38,1,18788,97422,3,0,1869
38,1,18788,102220,1,1,1304
38,1,18788,105458,2,1,1713
38,2,18788,126992,0,1,448
38,2,18788,130114,0,1,448
38,2,18788,132837,0,1,380
38,2,18788,135510,0,1,270
38,2,18788,137951,0,1,386
38,2,18788,141022,0,1,407
38,2,18788,144310,0,1,527
38,2,18788,146717,0,1,568
38,2,18788,149689,0,1,599
38,2,18788,152562,0,1,462
38,2,18788,155285,0,1,522
38,1,18788,174777,3,1,679
38,1,18788,177699,3,0,0
38,1,18788,182830,2,0,1116
38,1,18788,187379,2,0,1250
38,1,18788,192161,3,0,1207
38,1,18788,196594,2,0,1496
38,1,18788,201027,2,1,1024
38,2,18788,221732,0,1,624
38,2,18788,225717,0,0,1283
38,2,18788,229868,0,0,821
38,2,18788,232873,0,1,1139
38,2,18788,236791,0,0,724
38,2,18788,239614,0,1,887
38,2,18788,244462,0,1,1702
38,2,18788,249543,0,0,892
38,1,18788,269600,2,1,1909
38,1,18788,273252,2,1,993
38,1,18788,277138,1,1,985
38,1,18788,281222,1,1,1052
38,1,18788,285805,2,0,1851
38,1,18788,290105,1,1,1547
38,1,18788,294189,1,1,1090
38,1,18788,298423,3,0,1143
38,2,18788,318763,0,1,1290
38,2,18788,322448,0,1,298
38,2,18788,326151,0,1,350
38,2,18788,329472,0,1,705
38,2,18788,332543,0,1,844
38,2,18788,335266,0,1,571
38,2,18788,338321,0,1,545
38,2,18788,341958,0,1,414
38,2,18788,344847,0,1,394
38,2,18788,348732,0,1,426
38,1,18788,367610,1,0,1010
38,1,18788,371462,1,1,993
38,1,18788,374600,3,1,513
38,1,18788,377738,3,1,1904
38,1,18788,381607,1,1,1015
38,1,18788,385160,3,1,624
38,1,18788,387816,3,1,1429
38,1,18788,391486,2,1,1946
38,1,18788,396201,2,1,793
39,2,79208,88540,0,1,355
39,2,79208,91129,0,1,451
39,2,79208,93720,0,1,419
39,2,79208,96476,0,1,326
39,2,79208,100145,0,1,319
39,2,79208,103399,0,1,448
39,2,79208,107583,0,1,462
39,2,79208,110987,0,1,325
39,2,79208,114357,0,1,412
39,2,79208,116815,0,1,450
39,1,79208,136324,2,1,1911
39,1,79208,141072,1,1,1520
39,1,79208,144924,3,0,1105
39,1,79208,148461,3,1,907
39,1,79208,152595,1,1,723
39,1,79208,156148,3,1,1144
39,1,79208,160232,1,0,1257
39,1,79208,163437,2,1,1873
39,2,79208,185054,0,1,395
39,2,79208,188093,0,1,286
39,2,79208,190616,0,1,482
39,2,79208,193339,0,1,516
39,2,79208,195996,0,1,429
39,2,79208,199068,0,1,390
39,2,79208,202289,0,1,472
39,2,79208,204596,0,1,449
39,2,79208,207386,0,1,491
39,2,79208,210109,0,1,531
39,2,79208,212881,0,1,341
39,1,79208,232175,3,1,1086
39,1,79208,235495,3,1,833
39,1,79208,238965,2,1,1791
39,1,79208,244179,2,0,1325
39,1,79208,249044,3,1,1345
39,1,79208,253626,2,1,1590
39,1,79208,258159,2,1,1205
39,2,79208,279013,0,1,394
39,2,79208,282748,0,1,404
39,2,79208,285986,0,1,515
39,2,79208,288642,0,1,478
39,2,79208,291863,0,1,437
39,2,79208,294337,0,1,409
39,2,79208,298687,0,1,456
39,2,79208,302473,0,1,400
39,2,79208,305511,0,1,562
39,2,79208,308716,0,1,443
39,1,79208,328822,2,1,947
39,1,79208,331512,2,1,854
39,1,79208,335198,1,0,1078
39,1,79208,339316,1,0,1000
39,1,79208,343848,2,1,1193
39,1,79208,347485,1,1,1424
39,1,79208,351453,1,1,1430
39,1,79208,356019,3,1,1143
39,2,79208,376324,0,1,1220
39,2,79208,379878,0,1,448
39,2,79208,383663,0,1,995
39,2,79208,387598,0,1,346
39,2,79208,390288,0,1,543
39,2,79208,392679,0,1,425
39,2,79208,395535,0,1,373
39,2,79208,398955,0,1,662
39,2,79208,402060,0,1,560
39,2,79208,406061,0,1,437
39,1,79208,424956,1,1,915
39,1,79208,428708,1,1,1008
39,1,79208,431863,3,1,1308
39,1,79208,435814,3,0,1464
39,1,79208,439220,1,1,961
39,1,79208,442721,3,0,1328
39,1,79208,446092,3,1,984
39,1,79208,449313,2,1,1158
39,1,79208,453214,2,0,1076
304,2,117831,127179,0,1,380
304,2,117831,129802,0,1,460
304,2,117831,132392,0,1,266
304,2,117831,134999,0,1,317
304,2,117831,138652,0,1,243
304,2,117831,141923,0,0,265
304,2,117831,145924,0,1,328
304,2,117831,149178,0,1,332
304,2,117831,152549,0,1,311
304,2,117831,154907,0,1,400
304,1,117831,174366,2,0,351
304,1,117831,177553,1,0,804
304,1,117831,180691,3,1,934
304,1,117831,184062,3,1,971
304,1,117831,188263,1,1,749
304,1,117831,191849,3,1,779
304,1,117831,195568,1,1,891
304,1,117831,198407,2,1,961
304,1,117831,202608,1,0,877
304,2,117831,222283,0,1,1132
304,2,117831,226085,0,1,353
304,2,117831,228708,0,1,339
304,2,117831,231315,0,1,343
304,2,117831,233822,0,1,501
304,2,117831,237010,0,1,422
304,2,117831,240331,0,1,319
304,2,117831,242539,0,1,471
304,2,117831,245411,0,1,333
304,2,117831,248034,0,1,342
304,2,117831,250658,0,1,387
304,1,117831,270001,3,1,492
304,1,117831,272740,3,1,586
304,1,117831,275961,2,0,547
304,1,117831,279946,2,1,820
304,1,117831,284296,3,1,649
304,1,117831,288181,2,1,595
304,1,117831,291701,2,0,854
304,1,117831,295686,1,1,947
304,1,117831,298276,1,1,1112
304,2,117831,318997,0,1,926
304,2,117831,323297,0,1,289
304,2,117831,326452,0,1,383
304,2,117831,329009,0,1,284
304,2,117831,332080,0,0,499
304,2,117831,334654,0,1,357
304,2,117831,338971,0,1,373
304,2,117831,342707,0,1,452
304,2,117831,345828,0,1,377
304,2,117831,348916,0,1,376
304,1,117831,368940,2,1,1074
304,1,117831,371762,2,1,905
304,1,117831,375548,1,0,1009
304,1,117831,379599,1,1,1306
304,1,117831,384447,2,1,958
304,1,117831,387851,1,1,911
304,1,117831,391304,1,1,938
304,1,117831,395389,3,1,616
304,1,117831,398643,3,1,810
304,2,117831,418866,0,1,831
304,2,117831,422120,0,1,376
304,2,117831,425856,0,1,421
304,2,117831,429243,0,1,455
304,2,117831,432065,0,1,383
304,2,117831,434324,0,1,385
304,2,117831,437196,0,1,431
304,2,117831,440716,0,1,364
304,2,117831,443555,0,1,508
304,2,117831,447556,0,1,374
304,1,117831,466401,1,1,1650
304,1,117831,470884,1,0,978
304,1,117831,474005,3,1,669
304,1,117831,477309,3,1,848
304,1,117831,480115,1,1,1117
304,1,117831,483768,3,1,832
304,1,117831,486641,3,1,619
304,1,117831,489496,2,1,559
304,1,117831,492817,2,1,877
304,1,117831,496138,1,1,682
314,2,61478,70809,0,1,527
314,2,61478,73581,0,1,789
314,2,61478,76504,0,1,783
314,2,61478,79625,0,1,526
314,2,61478,83494,0,1,530
314,2,61478,86964,0,1,502
314,2,61478,91198,0,1,614
314,2,61478,94751,0,1,968
314,2,61478,98752,0,1,573
314,1,61478,117880,2,1,1549
314,1,61478,122263,1,1,1478
314,1,61478,126082,3,1,983
314,1,61478,129502,3,1,1130
314,1,61478,133869,1,0,1498
314,1,61478,138202,3,1,1514
314,1,61478,142652,1,1,2068
314,1,61478,146653,2,1,2515
314,2,61478,168902,0,1,716
314,2,61478,172256,0,1,471
314,2,61478,174979,0,1,434
314,2,61478,177652,0,1,581
314,2,61478,180375,0,1,434
314,2,61478,183447,0,1,544
314,2,61478,186834,0,1,741
314,2,61478,189407,0,1,469
314,2,61478,192214,0,1,654
314,2,61478,195103,0,1,468
314,2,61478,197809,0,1,663
314,1,61478,217434,3,1,1034
314,1,61478,220705,3,1,1327
314,1,61478,224673,2,1,1472
314,1,61478,229588,2,1,2633
314,1,61478,235615,3,1,1247
314,1,61478,240098,2,1,1315
314,1,61478,244348,2,1,1203
314,2,61478,265202,0,1,991
314,2,61478,269519,0,1,682
314,2,61478,273039,0,1,751
314,2,61478,275928,0,1,625
314,2,61478,279282,0,1,486
314,2,61478,281806,0,1,678
314,2,61478,286422,0,1,601
314,2,61478,290357,0,1,808
314,2,61478,293810,0,1,820
314,1,61478,313784,2,1,1005
314,1,61478,316524,2,1,1347
314,1,61478,320708,1,1,2256
314,1,61478,326005,1,0,1417
314,1,61478,330952,2,1,1638
314,1,61478,335037,1,1,1993
314,1,61478,339570,1,1,1949
314,2,61478,361171,0,1,580
314,2,61478,364093,0,1,563
314,2,61478,367995,0,1,598
314,2,61478,371531,0,1,792
314,2,61478,374686,0,1,1087
314,2,61478,377625,0,1,898
314,2,61478,380962,0,1,845
314,2,61478,384847,0,1,543
314,2,61478,387836,0,1,614
314,1,61478,408408,1,1,1256
314,1,61478,412509,1,1,1454
314,1,61478,416095,3,1,1321
314,1,61478,420063,3,1,1316
314,1,61478,423318,1,0,1803
314,1,61478,427651,3,1,1634
314,1,61478,431321,3,1,1417
314,1,61478,434973,2,1,1739
318,2,66240,75571,0,1,402
318,2,66240,78211,0,1,397
318,2,66240,80752,0,1,434
318,2,66240,83525,0,1,460
318,2,66240,87327,0,1,390
318,2,66240,90647,0,1,313
318,2,66240,94699,0,1,321
318,2,66240,97953,0,1,370
318,2,66240,101357,0,1,387
318,2,66240,103781,0,1,397
318,1,66240,123256,2,0,1290
318,1,66240,127374,1,0,1801
318,1,66240,131508,3,0,1800
318,1,66240,135742,3,1,1181
318,1,66240,140159,1,1,1357
318,1,66240,144359,3,1,1531
318,1,66240,148826,1,1,2044
318,1,66240,152794,2,1,1129
318,2,66240,173681,0,1,371
318,2,66240,176703,0,1,433
318,2,66240,179376,0,1,426
318,2,66240,182032,0,1,356
318,2,66240,184523,0,1,346
318,2,66240,187512,0,1,318
318,2,66240,190666,0,1,364
318,2,66240,192858,0,0,438
318,2,66240,195631,0,1,396
318,2,66240,198271,0,1,429
318,2,66240,200927,0,1,357
318,1,66240,220237,3,1,1265
318,1,66240,223740,3,1,883
318,1,66240,227260,2,0,1585
318,1,66240,232274,2,1,1081
318,1,66240,236890,3,1,1106
318,1,66240,241240,2,0,1285
318,1,66240,245474,2,1,1254
318,1,66240,249857,1,0,1440
318,2,66240,269466,0,1,397
318,2,66240,273202,0,1,376
318,2,66240,276423,0,1,549
318,2,66240,279113,0,1,349
318,2,66240,282201,0,1,395
318,2,66240,284642,0,1,408
318,2,66240,288992,0,1,509
318,2,66240,292844,0,1,393
318,2,66240,295882,0,1,461
318,2,66240,298987,0,1,393
318,1,66240,319027,2,1,1792
318,1,66240,322564,2,1,1466
318,1,66240,326864,1,1,1630
318,1,66240,331530,1,0,1584
318,1,66240,336643,2,1,1033
318,1,66240,340114,1,0,1098
318,1,66240,343750,1,1,1736
318,1,66240,348615,3,1,1363
318,2,66240,369136,0,1,388
318,2,66240,371859,0,1,400
318,2,66240,375595,0,1,423
318,2,66240,378949,0,1,369
318,2,66240,381655,0,1,417
318,2,66240,383913,0,1,457
318,2,66240,386802,0,1,338
318,2,66240,390190,0,1,380
318,2,66240,393012,0,1,347
318,2,66240,396798,0,1,433
318,1,66240,415692,1,1,1132
318,1,66240,419661,1,1,1115
318,1,66240,422915,3,1,1648
318,1,66240,427199,3,1,1426
318,1,66240,430569,1,1,811
318,1,66240,433923,3,1,1184
318,1,66240,437144,3,1,864
318,1,66240,440249,2,0,1799
318,1,66240,444782,2,1,1294
322,2,16100,25514,0,1,642
322,2,16100,28387,0,1,546
322,2,16100,31077,0,1,473
322,2,16100,33883,0,1,689
322,2,16100,37901,0,1,524
322,2,16100,41354,0,1,529
322,2,16100,45605,0,1,494
322,2,16100,49042,0,1,579
322,2,16100,52661,0,1,537
322,2,16100,55235,0,1,653
322,1,16100,74943,2,1,1905
322,1,16100,79692,1,1,1442
322,1,16100,83477,3,1,1785
322,1,16100,87711,3,1,977
322,1,16100,91928,1,0,1494
322,1,16100,96262,3,0,1246
322,1,16100,100446,1,1,1122
322,1,16100,103501,2,1,1264
322,2,16100,124521,0,1,640
322,2,16100,127809,0,1,639
322,2,16100,130681,0,1,607
322,2,16100,133520,0,1,525
322,2,16100,136177,0,1,511
322,2,16100,139331,0,1,521
322,2,16100,142685,0,1,484
322,2,16100,145010,0,1,547
322,2,16100,147899,0,1,593
322,2,16100,150738,0,1,515
322,2,16100,153498,0,1,482
322,1,16100,172937,3,1,794
322,1,16100,175975,3,1,764
322,1,16100,179379,2,0,1264
322,1,16100,184078,2,1,1198
322,1,16100,188810,3,1,1080
322,1,16100,193127,2,1,1662
322,1,16100,197726,2,1,1565
322,1,16100,202425,1,1,1613
322,2,16100,222199,0,1,568
322,2,16100,226101,0,1,516
322,2,16100,229455,0,1,597
322,2,16100,232195,0,1,724
322,2,16100,235665,0,1,668
322,2,16100,238371,0,1,695
322,2,16100,243004,0,1,751
322,2,16100,247088,0,1,810
322,2,16100,250525,0,1,863
322,1,16100,270549,2,1,1090
322,1,16100,273371,2,1,900
322,1,16100,277107,1,1,1330
322,1,16100,281474,1,1,1231
322,1,16100,286239,2,1,1563
322,1,16100,290240,1,1,1569
