Subject,Procedure[Trial],Start.OnsetTime,Images.OnsetTime,Condition.paramod,Images.ACC,Images.RT
322,1,16100,294341,1,1,1251
322,1,16100,298725,3,1,915
322,2,16100,318798,0,1,748
322,2,16100,321887,0,1,512
322,2,16100,325739,0,1,485
322,2,16100,329159,0,1,529
322,2,16100,332031,0,1,689
322,2,16100,334555,0,1,537
322,2,16100,337544,0,1,477
322,2,16100,341064,0,1,849
322,2,16100,344351,0,1,513
322,2,16100,348303,0,1,591
322,1,16100,367364,1,1,1072
322,1,16100,371265,1,1,1514
322,1,16100,374918,3,1,1327
322,1,16100,378886,3,0,1137
322,1,16100,381975,1,1,1045
322,1,16100,385561,3,0,1572
322,1,16100,389181,3,1,850
322,1,16100,392269,2,1,1065
322,1,16100,396071,2,1,1092
327,2,58057,67472,0,1,544
327,2,58057,70261,0,1,408
327,2,58057,72818,0,1,518
327,2,58057,75674,0,1,518
327,2,58057,79526,0,1,469
327,2,58057,82929,0,1,463
327,2,58057,87130,0,1,536
327,2,58057,90600,0,1,478
327,2,58057,94120,0,1,465
327,2,58057,96627,0,1,476
327,1,58057,116170,2,1,1654
327,1,58057,120669,1,1,2714
327,1,58057,125501,3,1,1360
327,1,58057,129303,3,1,1269
327,1,58057,133803,1,1,1835
327,1,58057,138485,3,1,1481
327,1,58057,142901,1,0,2317
327,2,58057,163689,0,1,450
327,2,58057,166777,0,1,352
327,2,58057,169367,0,1,469
327,2,58057,172074,0,1,392
327,2,58057,174614,0,1,384
327,2,58057,177636,0,1,424
327,2,58057,180890,0,1,437
327,2,58057,183165,0,1,416
327,2,58057,185921,0,1,340
327,2,58057,188495,0,1,612
327,2,58057,191350,0,1,578
327,1,58057,210876,3,1,641
327,1,58057,213765,3,1,1715
327,1,58057,218115,2,1,1345
327,1,58057,222897,2,1,1596
327,1,58057,228027,3,1,1257
327,1,58057,232527,2,1,1457
327,1,58057,236910,2,0,2315
327,2,58057,258877,0,1,505
327,2,58057,262729,0,1,491
327,2,58057,266066,0,1,443
327,2,58057,268656,0,1,504
327,2,58057,271894,0,1,592
327,2,58057,274534,0,1,478
327,2,58057,278950,0,1,569
327,2,58057,282852,0,1,526
327,2,58057,286023,0,1,471
327,1,58057,305649,2,1,1208
327,1,58057,308604,2,1,1584
327,1,58057,313021,1,1,2119
327,1,58057,318168,1,1,1385
327,1,58057,323099,2,1,1598
327,1,58057,327134,1,0,1550
327,1,58057,331235,1,1,1848
327,2,58057,352753,0,1,973
327,2,58057,356057,0,1,408
327,2,58057,359793,0,1,533
327,2,58057,363263,0,1,422
327,2,58057,366019,0,1,474
327,2,58057,368344,0,1,1652
327,2,58057,372428,0,1,533
327,2,58057,375998,0,1,408
327,2,58057,378837,0,1,494
327,2,58057,382755,0,1,545
327,1,58057,401783,1,1,2102
327,1,58057,406715,1,1,2597
327,1,58057,411347,3,1,1216
327,1,58057,415199,3,1,975
327,1,58057,418121,1,1,1035
327,1,58057,421691,3,1,1292
327,1,58057,425028,3,1,966
327,1,58057,428232,2,1,1022
333,2,13577,22924,0,1,390
333,2,13577,25564,0,1,348
333,2,13577,28055,0,1,421
333,2,13577,30811,0,1,377
333,2,13577,34514,0,1,438
333,2,13577,37884,0,1,434
333,2,13577,42052,0,1,474
333,2,13577,45472,0,1,610
333,2,13577,49108,0,1,505
333,2,13577,51665,0,1,484
333,1,13577,71207,2,1,1472
333,1,13577,75508,1,0,1218
333,1,13577,79061,3,1,1127
333,1,13577,82631,3,1,1146
333,1,13577,87014,1,1,1365
333,1,13577,91214,3,1,1195
333,1,13577,95349,1,0,1616
333,1,13577,98902,2,1,1414
333,2,13577,120071,0,1,488
333,2,13577,123193,0,1,396
333,2,13577,125833,0,1,489
333,2,13577,128556,0,1,661
333,2,13577,131362,0,1,507
333,2,13577,134516,0,1,506
333,2,13577,137903,0,1,779
333,2,13577,140527,0,1,563
333,2,13577,143432,0,1,476
333,2,13577,146139,0,1,431
333,2,13577,148862,0,1,438
333,1,13577,168254,3,1,1495
333,1,13577,171990,3,1,1178
333,1,13577,175809,2,1,1757
333,1,13577,180989,2,1,1305
333,1,13577,185821,3,1,1445
333,1,13577,190503,2,1,1753
333,1,13577,195202,2,1,1535
333,2,13577,216404,0,1,338
333,2,13577,220090,0,1,520
333,2,13577,223444,0,1,613
333,2,13577,226200,0,1,483
333,2,13577,229471,0,1,459
333,2,13577,231962,0,1,1398
333,2,13577,237292,0,1,479
333,2,13577,241110,0,1,545
333,2,13577,244282,0,1,643
333,1,13577,264089,2,1,1666
333,1,13577,267493,2,1,990
333,1,13577,271312,1,1,980
333,1,13577,275330,1,1,1393
333,1,13577,280261,2,1,1099
333,1,13577,283798,1,1,1278
333,1,13577,287617,1,1,1137
333,1,13577,291900,3,1,1637
333,2,13577,312688,0,1,465
333,2,13577,315494,0,1,421
333,2,13577,319246,0,1,371
333,2,13577,322550,0,1,429
333,2,13577,325356,0,1,390
333,2,13577,327581,0,1,338
333,2,13577,330354,0,1,389
333,2,13577,333774,0,1,402
333,2,13577,336613,0,1,364
333,2,13577,340415,0,1,431
333,1,13577,359310,1,1,1220
333,1,13577,363361,1,0,1946
333,1,13577,367446,3,1,1617
333,1,13577,371696,3,1,1286
333,1,13577,374934,1,1,1716
333,1,13577,379185,3,1,1273
333,1,13577,382473,3,1,1680
333,1,13577,386390,2,1,2443
334,2,11134,20465,0,1,439
334,2,11134,23138,0,1,422
334,2,11134,25695,0,1,422
334,2,11134,28451,0,1,389
334,2,11134,32171,0,1,738
334,2,11134,35840,0,1,607
334,2,11134,40173,0,1,442
334,2,11134,43544,0,1,645
334,2,11134,47230,0,1,527
334,2,11134,49803,0,1,506
334,1,11134,69362,2,1,1351
334,1,11134,73546,1,0,2013
334,1,11134,77896,3,1,1345
334,1,11134,81682,3,1,1044
334,1,11134,85949,1,1,1525
334,1,11134,90315,3,1,922
334,1,11134,94167,1,1,1299
334,1,11134,97405,2,0,1319
334,2,11134,118508,0,1,493
334,2,11134,121663,0,1,487
334,2,11134,124419,0,1,468
334,2,11134,127175,0,1,415
334,2,11134,129765,0,1,602
334,2,11134,133053,0,1,664
334,2,11134,136606,0,1,527
334,2,11134,139030,0,1,567
334,2,11134,142002,0,1,498
334,2,11134,144775,0,1,559
334,2,11134,147614,0,1,553
334,1,11134,167123,3,1,654
334,1,11134,170012,3,1,800
334,1,11134,173449,2,1,882
334,1,11134,177765,2,1,1616
334,1,11134,182912,3,1,1092
334,1,11134,187246,2,1,1123
334,1,11134,191314,2,1,1221
334,1,11134,195664,1,1,961
334,2,11134,214841,0,1,369
334,2,11134,218576,0,1,475
334,2,11134,221930,0,1,518
334,2,11134,224620,0,1,550
334,2,11134,227974,0,1,455
334,2,11134,230498,0,1,562
334,2,11134,235047,0,1,579
334,2,11134,239015,0,1,497
334,2,11134,242186,0,1,527
334,1,11134,261878,2,1,450
334,1,11134,264070,2,1,1089
334,1,11134,268071,1,0,1414
334,1,11134,272521,1,1,2528
334,1,11134,278548,2,1,1644
334,1,11134,282632,1,1,1394
334,1,11134,286567,1,1,840
334,1,11134,290535,3,1,1414
334,2,11134,311157,0,1,431
334,2,11134,313996,0,1,410
334,2,11134,317782,0,1,401
334,2,11134,321152,0,1,441
334,2,11134,323958,0,1,580
334,2,11134,326415,0,1,481
334,2,11134,329404,0,1,364
334,2,11134,332874,0,1,419
334,2,11134,335763,0,1,421
334,2,11134,339665,0,1,667
334,1,11134,358792,1,1,894
334,1,11134,362528,1,1,1055
334,1,11134,365732,3,1,1003
334,1,11134,369368,3,1,1764
334,1,11134,373105,1,1,990
334,1,11134,376641,3,0,1938
334,1,11134,380625,3,1,982
334,1,11134,383846,2,1,1933
334,1,11134,388529,2,0,1536
337,2,57481,66812,0,1,1196
337,2,57481,70249,0,1,495
337,2,57481,72872,0,1,539
337,2,57481,75745,0,1,514
337,2,57481,79597,0,1,696
337,2,57481,83233,0,1,562
337,2,57481,87533,0,1,562
337,2,57481,91036,0,1,594
337,2,57481,94656,0,1,663
337,1,57481,113883,2,1,2481
337,1,57481,119212,1,1,1128
337,1,57481,122682,3,1,1719
337,1,57481,126833,3,1,1026
337,1,57481,131100,1,1,1205
337,1,57481,135152,3,1,796
337,1,57481,138887,1,1,824
337,1,57481,141660,2,1,1399
337,2,57481,162813,0,1,449
337,2,57481,165901,0,1,547
337,2,57481,168690,0,1,587
337,2,57481,171513,0,1,518
337,2,57481,174170,0,1,595
337,2,57481,177407,0,1,595
337,2,57481,180894,0,1,527
337,2,57481,183268,0,1,541
337,2,57481,186141,0,1,544
337,2,57481,188930,0,1,487
337,2,57481,191653,0,1,613
337,1,57481,211228,3,1,1286
337,1,57481,214748,3,1,874
337,1,57481,218251,2,1,900
337,1,57481,222585,2,1,1030
337,1,57481,227151,3,1,873
337,1,57481,231252,2,1,1424
337,1,57481,235602,2,1,1142
337,1,57481,239886,1,1,987
337,2,57481,259029,0,1,472
337,2,57481,262832,0,1,622
337,2,57481,266285,0,1,708
337,2,57481,269124,0,1,478
337,2,57481,272395,0,1,556
337,2,57481,274985,0,1,536
337,2,57481,279452,0,1,498
337,2,57481,283320,0,1,976
337,2,57481,286940,0,1,509
337,1,57481,306615,2,1,1118
337,1,57481,309471,2,1,715
337,1,57481,313024,1,1,775
337,1,57481,316842,1,1,786
337,1,57481,321159,2,1,1253
337,1,57481,324862,1,1,1906
337,1,57481,329312,1,1,1189
337,1,57481,333645,3,1,874
337,2,57481,353685,0,1,715
337,2,57481,356740,0,1,482
337,2,57481,360559,0,1,499
337,2,57481,363996,0,1,732
337,2,57481,367101,0,1,653
337,2,57481,369625,0,1,584
337,2,57481,372646,0,1,532
337,2,57481,376216,0,1,460
337,2,57481,379122,0,1,569
337,2,57481,383123,0,1,533
337,1,57481,402117,1,1,1852
337,1,57481,406816,1,1,1123
337,1,57481,410087,3,1,988
337,1,57481,413707,3,1,793
337,1,57481,416430,1,1,1274
337,1,57481,420248,3,1,1341
337,1,57481,423619,3,1,1053
337,1,57481,426906,2,1,1115
337,1,57481,430825,2,1,604
1,1,25575,34906,2,1,1036
1,1,25575,38858,1,1,899
1,1,25575,42096,3,0,700
1,1,25575,45234,3,0,900
1,1,25575,49368,1,1,745
1,1,25575,52954,3,1,793
1,1,25575,56674,1,1,614
1,1,25575,59231,2,1,789
1,1,25575,63265,1,0,664
1,2,25575,82691,0,1,419
1,2,25575,85348,0,1,413
1,2,25575,87905,0,1,415
1,2,25575,90661,0,1,323
1,2,25575,94314,0,1,540
1,2,25575,97800,0,1,388
1,2,25575,101918,0,1,403
1,2,25575,105255,0,1,358
1,2,25575,108659,0,1,451
1,2,25575,111150,0,1,469
1,1,25575,130725,3,1,503
1,1,25575,133498,3,1,515
1,1,25575,136686,2,1,553
1,1,25575,140720,2,1,432
1,1,25575,144738,3,1,525
1,1,25575,148557,2,1,452
1,1,25575,151994,2,1,487
1,1,25575,155664,1,0,650
1,1,25575,157988,1,0,637
1,2,25575,178194,0,1,360
1,2,25575,181200,0,1,366
1,2,25575,183806,0,1,354
1,2,25575,186397,0,1,332
1,2,25575,188870,0,1,401
1,2,25575,191959,0,1,453
1,2,25575,195246,0,1,416
1,2,25575,197504,0,1,414
1,2,25575,200260,0,1,388
1,2,25575,202884,0,1,398
1,2,25575,205574,0,1,438
1,1,25575,225016,2,1,492
1,1,25575,227274,2,1,890
1,1,25575,231060,1,1,689
1,1,25575,234846,1,1,661
1,1,25575,239096,2,1,433
1,1,25575,241985,1,1,565
1,1,25575,245123,1,1,578
1,1,25575,248909,3,0,524
1,1,25575,252130,3,0,582
1,2,25575,272104,0,1,382
1,2,25575,275823,0,1,332
1,2,25575,278994,0,1,363
1,2,25575,281501,0,1,504
1,2,25575,284739,0,1,424
1,2,25575,287229,0,1,545
1,2,25575,291712,0,1,420
1,2,25575,295465,0,1,422
1,2,25575,298520,0,1,373
1,2,25575,301525,0,1,467
1,1,25575,321715,1,1,596
1,1,25575,325185,1,1,427
1,1,25575,327792,3,1,500
1,1,25575,330980,3,1,400
1,1,25575,333354,1,1,561
1,1,25575,336492,3,1,407
1,1,25575,338966,3,1,613
1,1,25575,341888,2,0,583
1,1,25575,345242,2,0,426
1,1,25575,348164,1,0,545
1,1,25575,351302,2,0,552
1,2,25575,371409,0,1,430
1,2,25575,374182,0,1,500
1,2,25575,378017,0,1,368
1,2,25575,381321,0,1,508
1,2,25575,384161,0,1,374
1,2,25575,386402,0,1,377
1,2,25575,389225,0,1,426
1,2,25575,392695,0,1,324
1,2,25575,395468,0,1,497
1,2,25575,399403,0,1,375
7,1,62976,72307,2,1,1651
7,1,62976,76790,1,1,1276
7,1,62976,80393,3,1,1434
7,1,62976,84261,3,1,1230
7,1,62976,88727,1,0,1173
7,1,62976,92745,3,1,1079
7,1,62976,96764,1,1,857
7,1,62976,99553,2,0,1179
7,2,62976,120490,0,1,419
7,2,62976,123146,0,1,770
7,2,62976,126052,0,1,494
7,2,62976,128891,0,1,472
7,2,62976,132693,0,1,500
7,2,62976,136130,0,1,507
7,2,62976,140364,0,1,542
7,2,62976,143834,0,1,416
7,2,62976,147288,0,1,513
7,2,62976,149845,0,1,513
7,1,62976,169420,3,1,567
7,1,62976,172226,3,1,852
7,1,62976,175713,2,0,786
7,1,62976,179930,2,1,916
7,1,62976,184380,3,1,1076
7,1,62976,188680,2,1,642
7,1,62976,192250,2,0,638
7,1,62976,196035,1,0,701
7,1,62976,198376,1,0,1025
7,2,62976,218964,0,1,1537
7,2,62976,223148,0,1,514
7,2,62976,225905,0,1,521
7,2,62976,228661,0,1,514
7,2,62976,231317,0,1,540
7,2,62976,234488,0,1,614
7,2,62976,237942,0,1,779
7,2,62976,240565,0,1,514
7,2,62976,243421,0,1,1252
7,2,62976,246908,0,1,1442
7,1,62976,267114,2,1,1141
7,1,62976,270003,2,1,984
7,1,62976,273822,1,0,1087
7,1,62976,277956,1,0,714
7,1,62976,282207,2,1,996
7,1,62976,285643,1,1,1152
7,1,62976,289329,1,1,630
7,1,62976,293098,3,1,1017
7,1,62976,296751,3,1,965
7,2,62976,317074,0,1,1713
7,2,62976,322121,0,1,739
7,2,62976,325691,0,1,749
7,2,62976,328580,0,1,368
7,2,62976,331685,0,1,379
7,2,62976,334109,0,1,400
7,2,62976,338442,0,1,435
7,2,62976,342211,0,1,458
7,2,62976,345299,0,1,590
7,1,62976,365041,1,1,771
7,1,62976,368660,1,1,1166
7,1,62976,371964,3,1,859
7,1,62976,375468,3,1,694
7,1,62976,378091,1,0,785
7,1,62976,381412,3,1,758
7,1,62976,384234,3,1,1025
7,1,62976,387489,2,1,1002
7,1,62976,391224,2,0,945
7,1,62976,394611,1,1,1411
7,2,62976,415083,0,1,473
7,2,62976,417889,0,1,364
7,2,62976,421592,0,1,560
7,2,62976,425079,0,1,544
7,2,62976,427968,0,1,399
7,2,62976,430209,0,1,498
7,2,62976,433148,0,0,0
7,2,62976,438677,0,0,0
7,2,62976,443608,0,0,0
15,1,15809,25156,2,1,1159
15,1,15809,29158,1,1,1250
15,1,15809,32744,3,1,1016
15,1,15809,36198,3,1,1164
15,1,15809,40598,1,1,1035
15,1,15809,44466,3,1,1128
15,1,15809,48534,1,0,1368
15,1,15809,51822,2,0,1516
15,2,15809,73091,0,1,620
15,2,15809,75946,0,1,510
15,2,15809,78603,0,1,496
15,2,15809,81442,0,1,517
15,2,15809,85294,0,1,645
15,2,15809,88880,0,1,514
15,2,15809,93131,0,1,527
15,2,15809,96601,0,1,463
15,2,15809,100104,0,1,489
15,2,15809,102612,0,1,459
15,1,15809,122137,3,1,1280
15,1,15809,125657,3,1,1338
15,1,15809,129625,2,1,1759
15,1,15809,134822,2,1,1473
15,1,15809,139836,3,1,1464
15,1,15809,144535,2,0,1122
15,1,15809,148603,2,1,1137
15,2,15809,169407,0,1,687
15,2,15809,172728,0,1,419
15,2,15809,175385,0,1,651
15,2,15809,178274,0,1,494
15,2,15809,180897,0,1,372
15,2,15809,183919,0,1,425
15,2,15809,187190,0,1,410
15,2,15809,189448,0,1,436
15,2,15809,192220,0,1,436
15,2,15809,194894,0,1,415
15,2,15809,197550,0,1,357
15,1,15809,216860,2,1,966
15,1,15809,219550,2,1,1304
15,1,15809,223701,1,1,1294
15,1,15809,228034,1,1,1403
15,1,15809,232965,2,1,1439
15,1,15809,236834,1,0,2047
15,1,15809,241417,1,1,1369
15,1,15809,245916,3,1,1584
15,2,15809,266654,0,1,420
15,2,15809,270406,0,1,470
15,2,15809,273710,0,1,413
15,2,15809,276267,0,1,481
15,2,15809,279488,0,1,434
15,2,15809,281962,0,1,356
15,2,15809,286246,0,1,279
15,2,15809,289865,0,1,386
15,2,15809,292887,0,1,650
15,2,15809,296175,0,1,520
15,1,15809,316348,1,0,1004
15,1,15809,320200,1,1,1006
15,1,15809,323355,3,1,1458
15,1,15809,327456,3,1,773
15,1,15809,330146,1,1,875
15,1,15809,333549,3,1,1223
15,1,15809,336804,3,1,1196
15,1,15809,340240,2,0,1704
15,1,15809,344674,2,1,1954
15,2,15809,365594,0,1,400
15,2,15809,368334,0,1,412
15,2,15809,372086,0,1,417
15,2,15809,375440,0,0,317
15,2,15809,378096,0,1,426
15,2,15809,380354,0,1,464
15,2,15809,383260,0,1,581
15,2,15809,386880,0,1,607
15,2,15809,389935,0,1,628
15,2,15809,394003,0,1,455
16,1,54693,64024,2,1,1473
16,1,54693,68424,1,1,1417
16,1,54693,72177,3,0,1445
16,1,54693,76062,3,1,1179
16,1,54693,80478,1,0,1228
16,1,54693,84546,3,0,1705
16,1,54693,89195,1,1,1482
16,1,54693,92615,2,1,1360
16,2,54693,113735,0,1,852
16,2,54693,116823,0,1,668
16,2,54693,119629,0,1,677
16,2,54693,122651,0,1,590
16,2,54693,126569,0,1,650
16,2,54693,130156,0,1,575
16,2,54693,134473,0,1,530
16,2,54693,137943,0,1,560
16,2,54693,141529,0,1,498
16,1,54693,160656,3,1,805
16,1,54693,163728,3,1,1126
16,1,54693,167546,2,1,927
16,1,54693,171963,2,1,1194
16,1,54693,176745,3,1,888
16,1,54693,180929,2,1,814
16,1,54693,184748,2,1,900
16,1,54693,188832,1,1,899
16,2,54693,207893,0,1,772
16,2,54693,211313,0,1,654
16,2,54693,214235,0,1,659
16,2,54693,217141,0,1,588
16,2,54693,219864,0,1,777
16,2,54693,223334,0,1,681
16,2,54693,226854,0,1,929
16,2,54693,229626,0,1,639
16,2,54693,232598,0,1,477
16,2,54693,235305,0,1,629
16,1,54693,254731,2,1,1192
16,1,54693,257703,2,1,875
16,1,54693,261488,1,1,1220
16,1,54693,265805,1,1,968
16,1,54693,270371,2,0,913
16,1,54693,273758,1,0,938
16,1,54693,277262,1,0,975
16,1,54693,281429,3,1,1139
16,2,54693,301785,0,1,673
16,2,54693,305786,0,1,527
16,2,54693,309157,0,1,591
16,2,54693,311880,0,1,610
16,2,54693,315233,0,1,641
16,2,54693,317940,0,1,495
16,2,54693,322373,0,1,495
16,2,54693,326208,0,1,659
16,2,54693,329512,0,1,524
16,1,54693,349254,1,1,1143
16,1,54693,353288,1,1,1226
16,1,54693,356692,3,1,1337
16,1,54693,360710,3,0,1409
16,1,54693,364097,1,1,890
16,1,54693,367567,3,1,1058
16,1,54693,370689,3,1,1080
16,1,54693,374076,2,1,1026
16,1,54693,377878,2,1,1109
16,2,54693,397951,0,1,602
16,2,54693,400890,0,1,561
16,2,54693,404775,0,1,551
16,2,54693,408312,0,1,643
16,2,54693,411301,0,1,675
16,2,54693,413857,0,1,950
16,2,54693,417245,0,1,939
16,2,54693,421246,0,1,724
16,2,54693,424401,0,1,650
21,1,50547,59894,2,1,1485
21,1,50547,64211,1,1,2174
21,1,50547,68727,3,1,1810
21,1,50547,72978,3,1,1930
21,1,50547,78141,1,0,1889
21,1,50547,82873,3,1,1083
21,1,50547,86891,1,0,2608
21,2,50547,107845,0,1,632
21,2,50547,110717,0,1,423
21,2,50547,113274,0,1,470
21,2,50547,116080,0,1,650
21,2,50547,120065,0,1,428
21,2,50547,123419,0,1,443
21,2,50547,127603,0,1,474
21,2,50547,131023,0,1,482
21,2,50547,134543,0,1,471
21,2,50547,137050,0,1,497
21,1,50547,156608,3,1,1178
21,1,50547,160029,3,1,1315
21,1,50547,163980,2,1,1048
21,1,50547,168463,2,1,1343
21,1,50547,173345,3,1,1530
21,1,50547,178110,2,1,1533
21,1,50547,182576,2,1,1278
21,2,50547,203513,0,1,429
21,2,50547,206584,0,1,461
21,2,50547,209291,0,1,518
21,2,50547,212047,0,1,512
21,2,50547,214703,0,1,442
21,2,50547,217775,0,1,542
21,2,50547,221162,0,1,395
21,2,50547,223387,0,1,433
21,2,50547,226160,0,1,438
21,2,50547,228833,0,1,391
21,2,50547,231473,0,1,458
21,1,50547,250899,2,1,1482
21,1,50547,254120,2,1,1547
21,1,50547,258503,1,0,1402
21,1,50547,262953,1,0,1983
21,1,50547,268465,2,1,1350
21,1,50547,272267,1,1,2439
21,1,50547,277248,1,1,1244
21,2,50547,298152,0,1,729
21,2,50547,302219,0,1,379
21,2,50547,305424,0,1,590
21,2,50547,308147,0,1,510
21,2,50547,311401,0,1,519
21,2,50547,313958,0,1,539
21,2,50547,318424,0,1,536
21,2,50547,322293,0,1,502
21,2,50547,325431,0,1,515
21,1,50547,345106,1,1,1087
21,1,50547,349024,1,0,1767
21,1,50547,352926,3,1,1258
21,1,50547,356828,3,1,1708
21,1,50547,360480,1,1,1727
21,1,50547,364747,3,0,1655
21,1,50547,368450,3,1,1459
21,1,50547,372153,2,1,1686
21,2,50547,393106,0,1,410
21,2,50547,395846,0,1,459
21,2,50547,399648,0,1,426
21,2,50547,403018,0,1,428
21,2,50547,405791,0,1,747
21,2,50547,408381,0,1,460
21,2,50547,411270,0,1,414
21,2,50547,414723,0,1,473
21,2,50547,417629,0,1,497
21,2,50547,421564,0,1,523
25,1,71444,80775,2,0,1432
25,1,71444,85042,1,0,867
25,1,71444,88247,3,0,1249
25,1,71444,91933,3,0,1070
25,1,71444,96250,1,0,1166
25,1,71444,100251,3,0,2448
25,1,71444,105631,1,1,775
25,1,71444,108337,2,0,1236
25,2,71444,129324,0,0,1760
25,2,71444,133325,0,0,2523
25,2,71444,137957,0,0,1770
25,2,71444,142058,0,0,1055
25,2,71444,146458,0,0,1317
25,2,71444,150709,0,1,1006
25,2,71444,155457,0,1,1297
25,1,71444,176212,3,0,1098
25,1,71444,179549,3,0,875
25,1,71444,183052,2,0,777
25,1,71444,187269,2,0,1257
25,1,71444,192051,3,0,1857
25,1,71444,197148,2,1,1404
25,1,71444,201482,2,0,1042
25,1,71444,205666,1,0,1133
25,2,71444,224976,0,0,1026
25,2,71444,228645,0,0,972
25,2,71444,231849,0,0,1306
25,2,71444,235403,0,0,996
25,2,71444,238541,0,0,646
25,2,71444,241828,0,0,888
25,2,71444,245564,0,0,1867
25,2,71444,249266,0,0,745
25,2,71444,252355,0,0,829
25,1,71444,271947,2,0,1546
25,1,71444,275234,2,0,0
25,1,71444,280564,1,0,1293
25,1,71444,284897,1,1,2629
25,1,71444,290924,2,0,2106
25,1,71444,295474,1,1,1692
25,1,71444,299707,1,0,1736
25,2,71444,321093,0,0,1988
25,2,71444,326422,0,0,1010
25,2,71444,330258,0,0,1385
25,2,71444,333778,0,0,551
25,2,71444,337065,0,0,874
25,2,71444,339987,0,0,1007
25,2,71444,344935,0,0,782
25,2,71444,349053,0,0,974
25,1,71444,369193,1,0,0
25,1,71444,374522,1,0,0
25,1,71444,379155,3,0,2302
25,1,71444,384103,3,0,1833
25,1,71444,387871,1,0,1025
25,1,71444,391425,3,1,1384
25,1,71444,394878,3,0,2685
25,2,71444,416130,0,0,702
25,2,71444,419169,0,0,721
25,2,71444,423237,0,0,724
25,2,71444,426889,0,0,700
25,2,71444,429928,0,1,695
25,2,71444,432468,0,1,919
25,2,71444,435822,0,0,729
25,2,71444,439591,0,0,689
25,2,71444,442712,0,1,1036
30,1,25390,34722,2,1,1188
30,1,25390,38756,1,0,1056
30,1,25390,42143,3,1,1271
30,1,25390,45846,3,1,1076
30,1,25390,50146,1,1,1071
30,1,25390,54064,3,1,1234
30,1,25390,58232,1,0,1001
30,1,25390,61171,2,0,1250
30,2,25390,82174,0,1,837
30,2,25390,85245,0,1,941
30,2,25390,88317,0,1,633
30,2,25390,91289,0,1,504
30,2,25390,95124,0,1,439
30,2,25390,98495,0,1,611
30,2,25390,102845,0,1,564
30,2,25390,106348,0,1,829
30,2,25390,110217,0,1,491
30,1,25390,129261,3,1,875
30,1,25390,132366,3,1,917
30,1,25390,135919,2,1,1232
30,1,25390,140584,2,0,1568
30,1,25390,145682,3,1,791
30,1,25390,149716,2,1,1014
30,1,25390,153668,2,0,1213
30,1,25390,158018,1,1,1161
30,2,25390,177344,0,1,1023
30,2,25390,181013,0,1,939
30,2,25390,184185,0,1,694
30,2,25390,187123,0,1,443
30,2,25390,189697,0,1,668
30,2,25390,193001,0,1,579
30,2,25390,196421,0,1,478
30,2,25390,198729,0,1,962
30,2,25390,202033,0,1,625
30,2,25390,204889,0,1,596
30,1,25390,224232,2,1,1435
30,1,25390,227403,2,1,1574
30,1,25390,231820,1,0,1362
30,1,25390,236220,1,1,1658
30,1,25390,241416,2,1,1532
30,1,25390,245385,1,0,1403
30,1,25390,249320,1,0,1232
30,1,25390,253686,3,1,1314
30,2,25390,274158,0,1,1134
30,2,25390,278624,0,1,615
30,2,25390,282078,0,1,553
30,2,25390,284768,0,1,730
30,2,25390,288238,0,1,694
30,2,25390,290977,0,1,838
30,2,25390,295742,0,1,671
30,2,25390,299744,0,1,497
30,2,25390,302882,0,1,453
30,1,25390,322490,1,0,1508
30,1,25390,326824,1,0,1709
30,1,25390,330676,3,1,1119
30,1,25390,334428,3,1,1162
30,1,25390,337517,1,1,1201
30,1,25390,341252,3,1,1014
30,1,25390,344340,3,1,1105
30,1,25390,347678,2,1,1667
30,1,25390,352078,2,1,1487
30,2,25390,372516,0,1,454
30,2,25390,375306,0,1,511
30,2,25390,379141,0,1,467
30,2,25390,382545,0,1,335
30,2,25390,385218,0,1,510
30,2,25390,387543,0,1,484
30,2,25390,390464,0,1,422
30,2,25390,393934,0,1,475
30,2,25390,396840,0,1,448
30,2,25390,400725,0,1,459
32,1,18383,27714,2,1,1448
32,1,18383,31998,1,0,1675
32,1,18383,36016,3,1,911
32,1,18383,39370,3,1,1385
32,1,18383,43986,1,1,927
32,1,18383,47755,3,1,1623
32,1,18383,52321,1,0,1226
32,1,18383,55492,2,1,1530
32,2,18383,76777,0,1,1221
32,2,18383,80231,0,1,481
32,2,18383,82854,0,1,446
32,2,18383,85643,0,1,349
32,2,18383,89329,0,1,517
32,2,18383,92783,0,1,548
32,2,18383,97066,0,1,498
32,2,18383,100503,0,1,809
32,2,18383,104355,0,1,520
32,1,18383,123432,3,1,1280
32,1,18383,126952,3,1,813
32,1,18383,130406,2,0,1102
32,1,18383,134939,2,0,1489
32,1,18383,139969,3,1,1073
32,1,18383,144270,2,0,1393
32,1,18383,148603,2,1,1054
32,1,18383,152804,1,1,966
32,2,18383,171931,0,1,624
32,2,18383,175202,0,1,434
32,2,18383,177875,0,1,604
32,2,18383,180714,0,1,361
32,2,18383,183204,0,1,429
32,2,18383,186276,0,1,413
32,2,18383,189530,0,1,522
32,2,18383,191888,0,1,696
32,2,18383,194926,0,1,489
32,2,18383,197649,0,1,479
32,2,18383,200372,0,1,433
32,1,18383,219765,2,1,2002
32,1,18383,223501,2,1,637
32,1,18383,226971,1,1,1054
32,1,18383,231055,1,1,961
32,1,18383,235555,2,1,1192
32,1,18383,239191,1,0,2012
32,1,18383,243740,1,1,1092
32,1,18383,247974,3,1,1089
32,2,18383,268213,0,1,632
32,2,18383,272181,0,1,508
32,2,18383,275535,0,1,749
